tract,region,n_lsRestaurants,n_subway,n_mcdonalds,state_fips,county_fips,unique_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,tract,region,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,n_lsRestaurants,n_subway,n_mcdonalds,tract,count_bigger_places_by_tract,region,n_lsRestaurants,n_subway,n_mcdonalds,count_bigger_places_by_tract_2
08001009406,CO,1,0,0,08,001,08001009406,4586,35.55,34.55,37,4586,3675,117,0,415,0,71,308,28,280,2565,18,101,333,449,446,287,346,70,243,179,74,19,997,17,0,21,6,35,29,0,19,43,46,127,309,135,69,141,0,08001009406,CO,5,4593,75.64162856520792,0.001088613106901807,1,0,0,08001009406,1,CO,1,0,0,1
08001009407,CO,2,0,0,08,001,08001009407,5133,36.166668,38.6,34.766666,5133,4356,53,39,192,13,207,273,0,273,2521,81,273,262,291,355,132,272,28,110,416,231,70,1112,68,7,4,0,59,100,43,24,31,103,197,66,220,111,72,7,08001009407,CO,1,5929,36.33530106257379,0.00016866250632484398,2,0,0,08001009407,1,CO,2,0,0,1
08001009408,CO,6,0,0,08,001,08001009408,4754,37,38.2,36.6,4754,4180,11,18,396,0,33,116,0,116,2453,72,162,342,381,264,174,259,101,236,346,95,21,1416,14,0,9,23,28,12,18,76,25,46,88,209,206,183,218,261,08001009408,CO,18,11701,50.948551405862744,0.0015383300572600633,6,0,0,08001009408,1,CO,6,0,0,1
08001009411,CO,2,1,0,08,001,08001009411,2974,39.05,35.55,42.6,2974,2716,23,5,62,0,68,100,0,100,1620,0,98,160,242,282,57,353,139,44,150,62,33,852,8,28,5,0,0,0,24,31,24,39,103,119,152,96,143,80,08001009411,CO,1,4305,75.36329849012776,0.00023228803716608595,2,1,0,08001009411,1,CO,2,1,0,1
08001009501,CO,4,1,1,08,001,08001009501,3234,37.1,40.15,33.7,3234,2686,64,104,6,0,193,181,62,119,1467,10,18,260,176,279,104,317,41,69,117,23,53,751,0,50,13,10,54,30,25,17,56,55,147,132,48,83,22,9,08001009501,CO,5,6411,32.685540477304635,0.0007799095304944627,4,1,1,08001009501,0,CO,4,1,1,0
08001009502,CO,1,0,0,08,001,08001009502,4977,35,38.033333,33.9,4977,4242,81,119,235,0,187,113,10,103,2375,0,107,296,489,327,149,403,109,80,253,127,35,1052,41,0,0,29,8,142,29,20,24,97,145,122,122,67,117,89,08001009502,CO,7,10978,18.81153215521953,0.0006376389141920204,1,0,0,08001009502,1,CO,1,0,0,1
08001009553,CO,1,0,0,08,001,08001009553,3760,40.15,37.8,41.1,3760,3122,83,37,18,26,64,410,0,410,1913,38,103,193,258,238,171,361,103,105,207,124,12,864,7,8,54,26,28,52,57,25,31,85,120,169,51,58,63,30,08001009553,CO,18,19748,18.82170346364189,0.0009114847073121329,1,0,0,08001009553,0,CO,1,0,0,0
08001009603,CO,3,0,0,08,001,08001009603,6273,35.32,34.54,34.48,6273,4986,158,85,102,0,479,463,55,408,3149,51,173,397,449,182,500,716,63,129,250,117,122,1282,140,16,32,77,53,90,25,18,216,31,209,127,174,14,35,25,08001009603,CO,19,11317,14.551029424759212,0.0016788901652381373,3,0,0,08001009603,0,CO,3,0,0,0
08001009604,CO,3,0,1,08,001,08001009604,4499,37.15,36.55,37.2,4499,3346,246,133,247,0,344,183,61,122,1974,18,142,152,299,327,151,461,76,28,218,91,11,1028,27,27,45,45,39,43,63,24,91,136,142,163,61,69,33,20,08001009604,CO,9,17518,25.514156867222287,0.0005137572782281082,3,0,1,08001009604,1,CO,3,0,1,1
08001009606,CO,2,0,0,08,001,08001009606,2758,33.05,32.95,33.2,2758,2359,37,66,59,0,221,16,0,16,1544,38,75,128,269,288,119,214,0,35,192,139,47,584,21,31,45,0,26,0,15,18,57,28,48,126,125,0,17,27,08001009606,CO,4,6862,21.10405129699796,0.0005829204313611193,2,0,0,08001009606,0,CO,2,0,0,0
08001009608,CO,4,0,0,08,001,08001009608,3225,41.2,37.75,43.35,3225,2581,3,111,240,0,180,110,15,95,1839,0,33,199,210,356,89,427,84,153,181,96,11,798,17,0,29,14,25,20,16,36,13,95,81,138,48,80,113,73,08001009608,CO,5,4927,45.598132737974424,0.0010148163182463973,4,0,0,08001009608,0,CO,4,0,0,0
08001009752,CO,1,0,0,08,001,08001009752,3257,35.65,37,34.7,3257,2833,110,0,41,0,132,141,51,90,1633,20,143,169,298,268,126,278,93,17,74,147,0,664,14,20,5,5,17,42,21,34,14,57,41,222,90,30,37,15,08001009752,CO,2,3697,13.16797403299973,0.0005409791723018664,1,0,0,08001009752,0,CO,1,0,0,0
08001015000,CO,8,1,1,08,001,08001015000,2984,41.4,38.55,42.55,2984,2230,7,50,0,0,366,331,10,321,1259,21,127,143,227,201,40,224,38,14,40,103,81,593,23,51,0,59,16,40,15,51,65,74,50,77,33,10,12,17,08001015000,CO,29,41591,14.202760212545984,0.0006972662354836383,8,1,1,08001015000,0,CO,8,1,1,0
08001060000,CO,6,0,0,08,001,08001060000,6338,37.85,37.65,38,6338,5585,104,50,413,0,16,170,14,156,3123,60,279,256,528,332,172,541,125,179,434,139,78,1670,0,10,0,20,28,17,9,44,18,137,172,155,244,173,344,299,08001060000,CO,12,15524,84.2795671218758,0.0007729966503478485,6,0,0,08001060000,1,CO,6,0,0,1
08001060100,CO,13,2,1,08,001,08001060100,7879,35.9,34.6,36.5,7879,6666,76,32,586,0,200,319,145,174,3934,84,136,255,658,569,468,629,138,279,337,320,61,1925,0,13,27,23,38,46,0,80,38,59,161,259,207,122,410,442,08001060100,CO,7,11557,82.51726226529377,0.0006056935190793458,13,2,1,08001060100,2,CO,13,2,1,2
08001060200,CO,7,1,0,08,001,08001060200,4157,38.2,38.85,38.2,4157,3571,233,0,105,13,66,169,0,169,2415,25,189,189,306,245,167,422,66,228,321,168,89,1038,12,0,0,21,0,35,54,31,31,105,145,191,94,29,83,207,08001060200,CO,29,25674,27.71831424787723,0.0011295474020409752,7,1,0,08001060200,2,CO,7,1,0,2
08001061200,CO,3,1,0,08,001,08001061200,2795,33.3,34.2,32.8,2795,2398,18,11,231,0,18,119,51,68,1417,0,44,138,133,227,71,226,67,100,228,104,79,717,0,6,0,0,15,0,6,0,12,0,26,63,163,121,175,130,08001061200,CO,4,7507,150.4009591048355,0.0005328360197149328,3,1,0,08001061200,1,CO,3,1,0,1
08003960200,CO,15,1,1,08,003,08003960200,6163,30.833334,28.233334,30.433332,6163,5403,25,36,158,59,345,137,34,103,2586,320,1093,296,286,314,90,142,0,32,0,13,0,1293,152,63,50,43,74,71,37,20,158,50,110,167,112,52,51,83,08003960200,CO,20,30492,29.857405221041585,0.0006559097468188378,15,1,1,08003960200,1,CO,15,1,1,1
08005004952,CO,12,1,0,08,005,08005004952,3193,31.6,31.1,32.3,3193,2364,114,0,133,36,339,207,11,196,2297,21,245,408,379,252,207,507,57,39,135,0,47,642,44,0,0,24,14,23,0,38,18,71,114,52,57,82,43,62,08005004952,CO,56,26634,42.3845085229406,0.0021025756551775925,12,1,0,08005004952,1,CO,12,1,0,1
08005005552,CO,2,0,1,08,005,08005005552,2754,44.9,46.15,47.5,2754,2327,33,29,0,0,205,160,123,37,1100,13,54,83,258,213,85,98,62,49,78,107,0,610,54,14,3,26,65,42,36,15,90,46,95,70,45,0,9,0,08005005552,CO,8,9219,17.914958238420652,0.0008677730773402755,2,0,1,08005005552,0,CO,2,0,1,0
08005005553,CO,6,1,0,08,005,08005005553,4199,32.166668,31.566668,34.766666,4199,3817,45,0,12,0,234,91,41,50,2156,111,226,262,228,220,236,290,31,118,252,92,90,973,48,18,129,50,10,54,0,39,48,71,123,64,162,66,57,34,08005005553,CO,7,10324,34.67047655947307,0.0006780317706315381,6,1,0,08005005553,0,CO,6,1,0,0
08005005611,CO,1,0,1,08,005,08005005611,5338,45.15,41.9,47.425,5338,4880,77,14,232,0,52,83,0,83,2490,43,220,286,489,484,133,311,162,65,160,137,0,1395,50,0,0,22,52,35,39,12,8,88,112,236,203,128,208,202,08005005611,CO,6,11051,21.003710071486744,0.0005429372907429192,1,0,1,08005005611,0,CO,1,0,1,0
08005005612,CO,3,0,0,08,005,08005005612,3789,39.4,41.35,37.2,3789,3576,37,0,55,0,76,45,12,33,1709,31,71,188,380,261,160,337,64,93,25,67,32,930,9,8,11,34,4,38,94,9,0,54,52,60,42,71,116,328,08005005612,CO,4,6289,40.01065352202258,0.0006360311655271108,3,0,0,08005005612,1,CO,3,0,0,1
08005005619,CO,1,0,0,08,005,08005005619,5102,42.2,41.175,43.7,5102,4696,0,97,99,0,46,164,44,120,2262,3,98,210,274,275,243,461,157,208,241,52,40,1302,14,0,0,15,8,19,7,19,0,91,160,221,242,79,175,252,08005005619,CO,4,5844,22.493839835728952,0.0006844626967830253,1,0,0,08005005619,1,CO,1,0,0,1
08005005620,CO,5,0,1,08,005,08005005620,3152,44.1,39.55,45,3152,2837,29,0,130,0,40,116,0,116,1511,31,150,71,230,301,150,179,45,112,110,115,17,679,9,0,0,57,4,18,90,27,10,56,51,132,95,57,44,29,08005005620,CO,1,4365,46.41626575028637,0.0002290950744558992,5,0,1,08005005620,0,CO,5,0,1,0
08005005623,CO,2,0,0,08,005,08005005623,4394,44.45,45.2,43.05,4394,4233,14,9,47,0,46,45,0,45,1969,20,200,226,156,379,92,346,52,165,198,90,45,1227,9,18,0,20,0,18,20,26,10,83,126,170,170,78,195,284,08005005623,CO,9,8617,50.32482302425438,0.0010444470233259835,2,0,0,08005005623,1,CO,2,0,0,1
08005005626,CO,7,0,0,08,005,08005005626,3845,43.85,40.95,46.75,3845,3549,1,0,133,0,52,110,0,110,1931,60,253,296,298,403,90,226,71,61,89,68,16,970,52,9,37,8,14,14,43,13,28,81,96,126,85,163,119,82,08005005626,CO,3,11034,39.074768896139204,0.0002718868950516585,7,0,0,08005005626,0,CO,7,0,0,0
08005005627,CO,3,1,0,08,005,08005005627,4783,46.4,43.233334,48.2,4783,4588,86,0,30,0,0,79,0,79,2070,29,221,245,392,343,101,341,50,89,186,45,28,1365,41,0,18,11,23,9,10,44,36,22,59,174,156,157,231,374,08005005627,CO,4,5653,113.30001768972227,0.0007075888908544136,3,1,0,08005005627,1,CO,3,1,0,1
08005005628,CO,3,1,0,08,005,08005005628,5859,43.35,40.65,45.875,5859,5706,37,6,0,0,93,17,0,17,2783,92,200,382,562,415,208,288,185,103,256,37,55,1570,0,0,0,0,0,33,16,47,15,64,126,278,135,290,320,246,08005005628,CO,2,6284,31.668682367918525,0.00031826861871419476,3,1,0,08005005628,1,CO,3,1,0,1
08005005629,CO,1,0,1,08,005,08005005629,2483,48,46.65,49.1,2483,2317,24,0,82,0,0,60,5,55,883,0,52,139,179,110,65,92,73,75,57,27,14,715,13,6,10,9,14,11,16,15,7,15,18,93,18,61,107,302,08005005629,CO,3,4893,38.27651747394237,0.0006131207847946045,1,0,1,08005005629,0,CO,1,0,1,0
08005005630,CO,3,0,0,08,005,08005005630,5824,42.775,40.6,44.025,5824,5263,122,40,38,0,215,146,24,122,3050,62,239,559,476,672,73,254,130,176,259,107,43,1704,22,16,15,41,9,0,63,33,0,114,183,233,263,253,193,266,08005005630,CO,5,8853,28.196769456681352,0.0005647803004631198,3,0,0,08005005630,0,CO,3,0,0,0
08005005631,CO,3,0,0,08,005,08005005631,3324,43.5,43.8,43,3324,2942,51,0,33,0,48,250,30,220,1634,21,82,189,234,227,61,392,24,69,179,114,42,979,0,0,0,0,17,0,43,8,54,68,59,98,133,137,144,218,08005005631,CO,1,3702,90.09535386277688,0.0002701242571582928,3,0,0,08005005631,1,CO,3,0,0,1
08005005632,CO,1,0,0,08,005,08005005632,3416,43.1,49.45,42.9,3416,3184,15,0,71,0,14,132,0,132,1568,10,354,88,328,218,158,183,23,59,99,40,8,970,24,15,11,13,18,0,0,11,13,37,84,87,269,132,106,150,08005005632,CO,8,11571,31.859476276899144,0.0006913836314925245,1,0,0,08005005632,0,CO,1,0,0,0
08005005633,CO,3,0,0,08,005,08005005633,3222,49.35,45.8,51,3222,3028,11,0,96,0,11,76,33,43,1606,36,104,198,259,184,127,213,165,83,160,69,8,966,0,0,0,0,30,14,11,18,14,29,79,101,149,137,160,224,08005005633,CO,5,5641,36.79631271051232,0.0008863676653075696,3,0,0,08005005633,1,CO,3,0,0,1
08005005634,CO,7,1,1,08,005,08005005634,3309,57.75,57.55,58.15,3309,3112,0,51,126,0,20,0,0,0,1527,26,81,177,190,180,125,299,45,18,299,87,0,885,0,18,8,0,12,21,26,30,19,33,81,116,139,74,75,233,08005005634,CO,13,19680,33.16956300813008,0.0006605691056910569,7,1,1,08005005634,1,CO,7,1,1,1
08005005700,CO,8,1,0,08,005,08005005700,3927,32.966667,34.333332,30.133333,3927,3196,172,52,83,0,412,12,0,12,2875,119,191,375,331,499,222,626,65,180,203,47,17,558,0,0,0,22,20,44,13,61,30,50,73,78,47,35,66,19,08005005700,CO,13,20763,30.577421374560515,0.0006261137600539421,8,1,0,08005005700,2,CO,8,1,0,2
08005005800,CO,1,0,0,08,005,08005005800,2837,38.95,37.95,39.2,2837,2625,38,10,24,0,15,125,25,100,1352,39,49,90,178,401,171,237,11,45,74,30,27,703,9,0,13,0,0,0,15,12,29,52,63,94,104,73,86,153,08005005800,CO,2,3480,13.822126436781609,0.0005747126436781609,1,0,0,08005005800,0,CO,1,0,0,0
08005005951,CO,4,0,0,08,005,08005005951,4509,54,48.45,55,4509,4071,252,0,37,0,67,82,0,82,2033,0,220,124,283,402,363,228,36,121,173,7,76,685,11,0,0,31,49,54,22,23,21,65,62,150,19,97,56,25,08005005951,CO,18,16209,23.734345116910358,0.001110494169905608,4,0,0,08005005951,1,CO,4,0,0,1
08005005952,CO,1,0,0,08,005,08005005952,3758,33.15,30.1,37.4,3758,3300,70,0,87,0,57,244,25,219,2009,24,236,210,381,346,144,399,62,76,68,48,15,849,9,9,11,12,33,20,30,20,31,67,66,106,102,82,127,124,null,null,null,null,null,null,null,null,null,08005005952,1,CO,1,0,0,1
08005006000,CO,7,1,1,08,005,08005006000,2683,40.433334,40.4,44.5,2683,2396,21,84,0,0,27,155,36,119,1298,55,139,85,249,113,203,294,8,43,80,9,20,503,17,0,14,13,20,6,0,8,12,23,45,144,69,65,44,23,08005006000,CO,9,20898,53.29318595080869,0.0004306632213608958,7,1,1,08005006000,1,CO,7,1,1,1
08005006100,CO,1,0,0,08,005,08005006100,3391,35.166668,36.1,33.9,3391,2917,252,34,19,0,90,79,0,79,1846,0,165,148,264,333,215,328,19,158,124,26,66,779,0,98,20,36,47,33,11,41,45,49,58,114,37,85,77,28,08005006100,CO,7,7502,16.489202879232206,0.0009330845107971208,1,0,0,08005006100,0,CO,1,0,0,0
08005006300,CO,1,1,0,08,005,08005006300,2601,41.375,35.625,47.65,2601,2387,3,17,39,0,25,130,38,92,1533,27,148,124,234,248,97,342,48,44,172,24,25,691,19,10,29,27,8,0,9,51,7,77,82,105,99,132,7,29,08005006300,CO,6,5646,13.265851930570316,0.0010626992561105207,1,1,0,08005006300,0,CO,1,1,0,0
08005006400,CO,3,0,0,08,005,08005006400,3357,36.466667,38.033333,32.766666,3357,2621,23,30,33,0,643,7,0,7,1870,8,268,308,172,226,174,277,38,31,276,34,58,832,43,0,55,45,0,58,14,20,54,34,107,107,51,141,75,28,08005006400,CO,9,12189,19.995897940766266,0.0007383706620723603,3,0,0,08005006400,0,CO,3,0,0,0
08005006501,CO,4,0,1,08,005,08005006501,2276,30.9,30.1,34.2,2276,1934,56,34,83,0,43,126,16,110,1426,54,182,121,307,278,66,228,26,29,107,28,0,404,28,11,28,17,9,19,33,16,25,29,77,44,54,14,0,0,08005006501,CO,16,21059,23.258749228358422,0.0007597701695237191,4,0,1,08005006501,0,CO,4,0,1,0
08005006601,CO,4,0,0,08,005,08005006601,5830,32.15,34,31.725,5830,4568,407,33,268,0,412,142,46,96,3091,86,130,330,390,558,350,581,103,121,257,107,78,1185,86,73,0,86,51,23,131,171,59,34,53,168,31,133,77,9,08005006601,CO,6,12288,22.03369140625,0.00048828125,4,0,0,08005006601,0,CO,4,0,0,0
08005006604,CO,3,1,0,08,005,08005006604,4544,38.1,37.733334,37.5,4544,3792,221,201,91,0,86,153,14,139,2558,87,257,377,388,327,148,332,237,37,184,114,70,946,0,21,9,0,9,43,138,22,9,68,77,153,68,172,76,81,08005006604,CO,5,8873,33.38983432886284,0.0005635072692437732,3,1,0,08005006604,2,CO,3,1,0,2
08005006707,CO,2,0,0,08,005,08005006707,5143,35.875,34.45,40.35,5143,4459,198,35,318,12,11,110,17,93,2588,73,385,466,329,271,145,328,89,141,240,121,0,1327,9,0,0,0,0,26,17,44,0,102,102,172,135,210,226,284,08005006707,CO,20,25925,13.251301832208293,0.0007714561234329798,2,0,0,08005006707,0,CO,2,0,0,0
08005006708,CO,5,1,0,08,005,08005006708,5058,44.9,40.333332,49.233334,5058,4563,59,0,186,0,27,223,11,212,2385,38,301,457,393,313,116,208,35,129,189,164,42,1440,9,16,0,0,8,20,31,10,8,74,165,117,159,135,308,380,08005006708,CO,6,10367,46.86167647342529,0.0005787595254171891,5,1,0,08005006708,2,CO,5,1,0,2
08005006709,CO,10,0,0,08,005,08005006709,5327,45.825,44.575,48.475,5327,4707,43,159,285,0,55,78,0,78,2614,51,213,595,358,355,131,222,129,55,327,149,29,1627,13,0,0,0,0,61,31,31,0,49,208,118,139,244,276,457,08005006709,CO,20,23197,42.14872612837867,0.0008621804543690995,10,0,0,08005006709,3,CO,10,0,0,3
08005006712,CO,20,0,2,08,005,08005006712,1402,54.5,53.85,55.2,1402,1271,0,0,114,0,0,17,0,17,497,0,72,93,88,67,40,68,6,18,20,19,6,406,0,8,9,0,0,0,0,0,0,0,19,55,20,40,55,200,08005006712,CO,42,39595,25.226341709811845,0.0010607399924232857,20,0,2,08005006712,2,CO,20,0,2,2
08005006713,CO,1,0,0,08,005,08005006713,1806,29.9,30.7,27.8,1806,1069,52,20,510,8,50,97,25,72,1211,78,227,190,180,101,70,139,24,34,107,61,0,306,6,0,0,14,8,0,7,5,7,25,32,64,35,84,19,0,08005006713,CO,10,9923,15.151365514461352,0.001007759750075582,1,0,0,08005006713,0,CO,1,0,0,0
08005006815,CO,4,0,0,08,005,08005006815,4728,36.725,36.225,35.175,4728,3377,213,77,681,0,249,131,39,92,2516,143,467,485,379,297,139,189,129,152,111,25,0,1163,30,0,20,0,26,23,112,49,35,153,92,134,75,56,93,265,08005006815,CO,18,22517,32.97086645645512,0.0007993960119021184,4,0,0,08005006815,0,CO,4,0,0,0
08005006854,CO,7,1,0,08,005,08005006854,3097,32.6,30.6,34.3,3097,2205,183,13,440,28,0,228,100,128,1430,28,85,259,154,224,223,209,71,43,105,22,7,662,40,0,0,3,22,14,34,0,9,28,89,127,72,34,44,146,08005006854,CO,3,7205,92.4856349757113,0.00041637751561415684,7,1,0,08005006854,1,CO,7,1,0,1
08005006855,CO,11,1,0,08,005,08005006855,5806,40.55,40.45,40.6,5806,4368,24,0,1232,0,82,100,0,100,2746,21,203,376,520,363,248,433,96,132,178,165,11,1619,8,9,21,39,15,0,7,32,8,67,124,150,189,93,279,578,08005006855,CO,10,17172,27.860703470766364,0.0005823433496389472,11,1,0,08005006855,2,CO,11,1,0,2
08005006856,CO,12,0,1,08,005,08005006856,9231,30.925,31,30.6,9231,6566,630,11,1058,28,475,463,145,318,4102,114,540,647,673,506,331,402,44,16,465,320,44,1693,117,0,31,0,54,170,36,36,25,92,73,356,207,247,93,156,08005006856,CO,61,53964,25.27987176636276,0.0011303832184419243,12,0,1,08005006856,1,CO,12,0,1,1
08005006858,CO,11,0,0,08,005,08005006858,5147,35.333332,35.666668,35.766666,5147,3646,245,0,1035,0,140,81,39,42,2621,86,434,271,663,282,93,374,133,32,185,49,19,1121,39,37,0,14,16,0,46,32,0,127,34,235,98,259,85,99,08005006858,CO,50,39597,27.546910119453493,0.0012627219233780336,11,0,0,08005006858,4,CO,11,0,0,4
08005007104,CO,1,0,0,08,005,08005007104,5898,28.1,22.233334,35.033333,5898,3854,950,0,184,14,358,538,86,452,2487,204,394,149,260,173,185,419,77,161,327,109,29,1304,0,0,0,14,19,40,23,44,45,120,166,221,212,118,140,142,08005007104,CO,6,9471,33.61915320451906,0.0006335128286347799,1,0,0,08005007104,1,CO,1,0,0,1
08005007107,CO,16,1,1,08,005,08005007107,11605,33.45,34.4,32.4,11605,8575,1044,42,919,63,236,726,0,726,5236,43,336,142,517,880,635,1309,173,176,644,304,77,2943,70,24,0,0,0,30,16,47,24,119,145,265,517,358,666,662,08005007107,CO,20,33796,92.04317078944254,0.0005917860101787194,16,1,1,08005007107,2,CO,16,1,1,2
08005007301,CO,6,0,0,08,005,08005007301,2278,32.1,29.3,32.75,2278,941,581,0,195,0,367,194,72,122,1223,14,86,193,161,197,115,260,22,25,113,33,4,538,4,27,24,0,36,19,27,5,74,84,79,44,84,21,4,6,08005007301,CO,5,4723,50.66440821511751,0.0010586491636671606,6,0,0,08005007301,1,CO,6,0,0,1
08005007302,CO,6,0,0,08,005,08005007302,5121,32.925,32.725,32.3,5121,2210,804,302,315,0,1394,96,30,66,2398,45,76,164,445,324,199,409,14,181,201,214,126,988,68,36,31,67,46,91,55,73,70,75,142,135,69,30,0,0,08005007302,CO,6,14436,29.285605430867275,0.00041562759767248546,6,0,0,08005007302,0,CO,6,0,0,0
08005007400,CO,2,1,0,08,005,08005007400,5386,32.525,30.475,32.65,5386,2784,512,4,156,11,1716,203,0,203,2516,7,17,268,351,203,114,848,27,129,247,297,8,1018,58,2,26,80,62,58,37,27,37,162,92,142,140,38,29,28,null,null,null,null,null,null,null,null,null,08005007400,1,CO,2,1,0,1
08005080200,CO,5,0,1,08,005,08005080200,6439,42.425,41.775,43.275,6439,4095,1213,0,494,0,316,321,91,230,3318,58,175,240,461,879,132,601,86,106,358,199,23,1475,32,8,51,53,17,18,14,62,31,82,113,266,138,243,257,90,08005080200,CO,8,12136,61.10077455504285,0.0006591957811470006,5,0,1,08005080200,1,CO,5,0,1,1
08005080300,CO,7,2,0,08,005,08005080300,5626,43.8,43.35,46.975,5626,3603,772,0,427,0,491,333,0,333,3168,73,118,83,522,857,229,482,144,62,333,150,115,1281,38,0,0,47,23,13,108,54,45,106,60,211,137,183,43,213,08005080300,CO,8,14349,23.47201895602481,0.0005575301414732734,7,2,0,08005080300,1,CO,7,2,0,1
08005080400,CO,11,0,1,08,005,08005080400,4946,41.675,35.65,45.725,4946,3218,966,20,286,0,262,194,14,180,2486,25,108,158,343,711,202,325,129,126,233,76,50,1254,27,0,24,17,42,9,65,29,89,75,214,163,180,108,137,75,08005080400,CO,30,27683,27.78279088249106,0.0010836975761297548,11,0,1,08005080400,2,CO,11,0,1,2
08005080500,CO,2,1,0,08,005,08005080500,3496,48.2,42.3,53.15,3496,2405,720,46,172,0,86,67,11,56,1714,23,166,200,279,259,229,210,50,75,103,104,16,889,0,54,19,0,19,15,18,54,99,20,72,261,118,65,24,51,08005080500,CO,5,4480,19.691964285714285,0.0011160714285714285,2,1,0,08005080500,0,CO,2,1,0,0
08005080600,CO,1,0,0,08,005,08005080600,3449,38.533333,37.966667,38.566666,3449,2492,689,40,67,0,108,53,0,53,1939,15,137,224,322,477,189,228,60,0,153,134,0,740,17,0,11,0,35,47,36,71,87,151,82,93,102,0,0,8,08005080600,CO,1,5974,80.00485436893204,0.00016739203213927018,1,0,0,08005080600,1,CO,1,0,0,1
08005080700,CO,3,0,1,08,005,08005080700,5801,35.733334,33.766666,37.466667,5801,3348,1016,92,564,0,501,280,0,280,2273,0,60,251,310,446,244,291,41,49,251,217,113,1241,42,0,0,58,56,79,7,83,43,69,171,278,188,64,32,71,08005080700,CO,8,10316,42.53450949980613,0.0007754943776657619,3,0,1,08005080700,0,CO,3,0,1,0
08005080800,CO,2,0,0,08,005,08005080800,3699,26.85,27.15,29.5,3699,1556,677,47,70,18,977,354,68,286,1722,11,78,229,248,388,80,263,32,67,209,113,4,796,10,22,12,41,77,33,31,0,11,158,172,135,46,9,8,31,08005080800,CO,3,5227,34.43141381289458,0.0005739429883298259,2,0,0,08005080800,0,CO,2,0,0,0
08005080900,CO,1,0,0,08,005,08005080900,4901,34.25,34.05,35.85,4901,2718,1043,25,138,5,710,262,62,200,2497,19,141,301,352,421,141,416,97,225,64,295,25,965,0,13,14,74,23,37,121,64,0,87,29,285,70,83,46,19,08005080900,CO,3,4225,25.435976331360948,0.0007100591715976331,1,0,0,08005080900,0,CO,1,0,0,0
08005081000,CO,8,0,0,08,005,08005081000,5741,31.825,33.375,31,5741,2650,2658,0,198,0,143,92,13,79,2852,14,46,360,597,594,140,424,107,144,275,121,30,1188,128,0,0,160,74,163,122,39,59,177,23,65,58,35,85,0,08005081000,CO,12,16158,66.58435449931922,0.0007426661715558856,8,0,0,08005081000,2,CO,8,0,0,2
08005081100,CO,8,0,0,08,005,08005081100,6289,33.15,35.625,32.15,6289,2550,2079,228,328,66,483,555,17,538,3127,48,240,105,344,547,371,498,158,75,227,323,191,1396,153,0,24,50,70,105,53,111,39,147,195,197,187,34,6,25,08005081100,CO,10,11564,128.23858526461433,0.0008647526807333103,8,0,0,08005081100,2,CO,8,0,0,2
08005081200,CO,3,1,0,08,005,08005081200,5183,33.333332,31.8,36.7,5183,2364,1481,14,356,16,687,265,0,265,2410,12,207,278,410,412,139,376,141,85,205,87,58,1132,47,8,14,8,68,87,17,114,97,122,231,197,91,0,9,22,08005081200,CO,9,8103,29.004813032210293,0.0011106997408367272,3,1,0,08005081200,0,CO,3,1,0,0
08005081300,CO,3,0,0,08,005,08005081300,3056,34,35.6,32.1,3056,2184,370,17,191,0,139,155,15,140,1648,30,72,227,241,223,44,239,86,58,239,106,83,804,20,24,0,0,49,73,62,20,85,14,60,179,134,48,24,12,08005081300,CO,3,2380,57.438655462184876,0.0012605042016806723,3,0,0,08005081300,0,CO,3,0,0,0
08005081400,CO,5,0,0,08,005,08005081400,4213,47.725,45.05,50.25,4213,3155,468,37,327,11,111,104,37,67,1934,0,142,249,320,333,155,372,68,63,154,72,6,907,0,0,29,9,24,29,9,40,44,79,129,188,131,66,78,52,08005081400,CO,13,17767,25.690268475263128,0.0007316935892384758,5,0,0,08005081400,0,CO,5,0,0,0
08005081700,CO,2,0,0,08,005,08005081700,2991,44.25,45.15,43.95,2991,2418,73,0,327,0,15,158,5,153,1375,22,71,65,163,258,163,183,40,143,179,80,8,869,5,4,0,10,0,0,0,35,17,15,44,48,130,84,280,197,08005081700,CO,1,5671,51.73725974254982,0.00017633574325515782,2,0,0,08005081700,1,CO,2,0,0,1
