placekey,location_name,brand_id,latitude,longitude,tract,county,city
226-222@5q9-bqm-ndv,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.740195,-104.98081,08031002601,08031,Denver
226-222@5qb-wyc-jd9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.97594,-111.779388,49049010505,49049,Santaquin
226-222@5qc-xty-zpv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.522798,-111.942222,49035113014,49035,Riverton
226-222@5qf-kyb-9mk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.475706,-107.87365,08085966300,08085,Montrose
226-222@5qg-q9j-f75,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.762321,-105.404154,56009956500,56009,Douglas
226-222@5qh-656-z75,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.758405,-104.451606,56027957200,56027,Lusk
226-222@5qh-pqz-33q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.05131,-104.961046,56031959400,56031,Wheatland
226-222@5wq-s89-ty9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.525136,-113.792758,16031950300,16031,Burley
227-222@5qf-knx-pgk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.077875,-108.551586,08077000602,08077,Grand Junction
227-222@5sy-4yw-xnq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,44.35437,-106.693479,56019955200,56019,Buffalo
227-225@5q7-6kt-swk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.554842,-105.097275,08069001110,08069,Fort Collins
228-222@5qh-fbj-9cq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.848387,-106.299129,56025000300,56025,Casper
228-225@5q6-7cm-7yv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.915574,-104.998639,08001060200,08001,Westminster
229-222@5w9-j6j-5xq,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,43.558019,-116.572136,16027020504,16027,Nampa
229-223@5q9-bqk-syv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.740785,-104.990263,08031001702,08031,Denver
22b-222@5qd-sxk-kmk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.286635,-107.876693,08067971000,08067,Durango
22c-222@5q8-5m4-k2k,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.716508,-104.700085,08041004503,08041,Fountain
22c-222@5q9-6zm-2tv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.857634,-104.721368,08041005900,08041,Colorado Springs
22c-222@5q9-br5-6p9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.764751,-105.141476,08059010503,08059,Wheat Ridge
22d-222@5w9-jbc-pgk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,43.611888,-116.244089,16001002000,16001,Boise
22f-222@5qd-24d-47q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.001405,-111.906589,49011126203,49011,Farmington
22g-222@5qc-xks-qzz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.623569,-111.821955,49035111305,49035,Cottonwood Heights
22h-222@5qf-yxg-wkz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.544783,-106.925919,08051963700,08051,Gunnison
22n-222@5q9-bfz-v75,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.739838,-104.939259,08031004301,08031,Denver
22r-222@5q9-6zv-3bk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.880922,-104.757656,08041000101,08041,Colorado Springs
zzw-222@5q6-29f-5xq,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.922856,-105.787216,08049000202,08049,Winter Park
zzw-222@5q6-79k-4y9,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.848567,-104.995624,08001009306,08001,Thornton
zzw-222@5q6-7s7-hkf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.997007,-104.973792,08001061200,08001,Thornton
zzw-222@5q7-zdf-6p9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.331783,-104.745254,08101002913,08101,Pueblo West
zzw-222@5q7-zhz-hkf,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,38.272079,-104.618155,08101003500,08101,Pueblo
zzw-222@5q9-73k-kj9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.94224,-104.722867,08041007101,08041,Colorado Springs
zzw-222@5q9-b7z-h5z,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.571849,-104.99043,08005005634,08005,Littleton
zzw-222@5q9-bf5-vj9,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.740581,-104.859773,08001007802,08001,Aurora
zzw-222@5q9-bfp-9vf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.773132,-104.941381,08031003500,08031,Denver
zzw-222@5q9-bpc-t5f,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.718489,-105.131874,08059011733,08059,Lakewood
zzw-222@5q9-bqv-jvz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.747646,-104.977211,08031002402,08031,Denver
zzw-222@5qc-w8d-bkz,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.651017,-111.938215,49035113515,49035,Taylorsville
zzw-222@5qc-w8g-4sq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.642714,-111.88963,49035112202,49035,Murray
zzw-222@5qc-wpf-tvz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.726782,-111.978061,49035114500,49035,Salt Lake City
zzw-222@5qc-x4m-p7q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.431596,-111.785721,49049010219,49049,Highland
zzw-222@5qc-x6f-975,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.312728,-111.722096,49049000706,49049,Orem
zzw-222@5qc-xtr-z75,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.502489,-111.939422,49035113017,49035,Riverton
zzw-222@5qc-zyy-9fz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.089788,-112.043406,49011125600,49011,Clearfield
zzw-222@5qd-22w-fj9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.161914,-112.06534,49057210509,49057,Roy
zzw-222@5qd-34b-9fz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.662988,-111.500149,49043964402,49043,Park City
zzw-222@5qk-8d7-cwk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.080174,-102.225832,08125963100,08125,Wray
zzw-222@5qk-gcp-mzf,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.398644,-104.690648,08123000800,08123,Greeley
zzw-222@5qk-jmc-nt9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.394916,-104.753964,08123001409,08123,Greeley
zzw-222@5qm-pxb-4qf,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,41.138069,-104.78607,56021000600,56021,Cheyenne
zzw-222@5qn-zry-vvf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.617152,-109.23116,56037970800,56037,Rock Springs
zzw-222@5sy-q32-wkz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,44.018249,-107.955559,56043000301,56043,Worland
zzw-222@5w9-hk9-ht9,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,43.663345,-116.411054,16001010331,16001,Eagle
zzw-222@5w9-hmx-ysq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,43.604443,-116.415916,16001010334,16001,Meridian
zzw-222@5w9-pg7-68v,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,43.126152,-115.700528,16039960400,16039,Mountain Home
zzw-222@5wd-csh-xnq,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,46.413116,-117.001461,16069960300,16069,Lewiston
zzw-222@5wq-znt-r8v,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,42.924139,-114.940374,16047960100,16047,Bliss
zzw-222@5wr-7m8-5j9,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,42.567093,-114.460864,16083000800,16083,Twin Falls
zzw-222@5ws-hyw-249,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.093985,-111.877156,16041970200,16041,Preston
zzw-222@5ws-mrj-rp9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.714998,-111.835738,49005001101,49005,Logan
zzw-222@5ws-n33-cyv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.423476,-112.052084,49003960801,49003,Willard
zzw-223@5q6-75y-389,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.014073,-105.229501,08013012603,08013,Boulder
zzw-223@5q9-4wb-b8v,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.435996,-104.755109,08035013909,08035,The Pinery
zzw-223@5q9-6z6-28v,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,38.901877,-104.768196,08041004800,08041,Colorado Springs
zzw-223@5q9-738-4jv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.926851,-104.72206,08041004706,08041,Colorado Springs
zzw-223@5q9-9z6-45f,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.637208,-104.791749,08005084600,08005,Aurora
zzw-223@5q9-b48-p35,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.602364,-104.709628,08005007107,08005,Aurora
zzw-223@5q9-b7k-wtv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.624483,-105.022937,08005005553,08005,Littleton
zzw-223@5qd-2j8-jn5,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.307071,-112.021963,49057210304,49057,Farr West
zzw-223@5qf-5bh-f2k,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.624674,-109.478494,49037978200,49037,Blanding
zzw-223@5qf-ky9-qxq,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,38.484493,-107.86992,08085966300,08085,Montrose
zzw-223@5w9-jbr-4sq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,43.581292,-116.172833,16001000805,16001,Boise
zzw-224@3x5-43v-kfz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,47.711304,-116.996854,16055000401,16055,Post Falls
zzw-224@5q9-72y-pvz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.957984,-104.76682,08041007000,08041,Colorado Springs
zzw-224@5qk-jcv-6hq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.187814,-105.074613,08013013507,08013,Longmont
zzw-224@5wr-7m8-6kz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.570653,-114.457056,16083000200,16083,Twin Falls
zzw-225@5q6-7m5-cwk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.812332,-105.135768,08059010306,08059,Arvada
zzw-225@5q9-7f4-mx5,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.81208,-104.746614,08041006302,08041,Colorado Springs
zzw-225@5qc-bjs-6kz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.268798,-110.940784,56041975400,56041,Evanston
zzw-225@5qc-zy2-kj9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.113007,-111.984058,49011125200,49011,Hill AFB
zzw-229@5qd-37k-x89,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.625174,-111.853872,49035111202,49035,Cottonwood Heights
zzw-22b@5q6-7bz-f75,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.930606,-105.014691,08001060100,08001,Westminster
zzw-22b@5qd-38z-nh5,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.767428,-111.891738,49035114000,49035,Salt Lake City
zzw-22c@5q6-3xk-y7q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.740976,-105.19957,08059010000,08059,Golden
zzw-22f@5q9-7g6-hyv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.836529,-104.82307,08041002300,08041,Colorado Springs
zzy-222@3x5-4mz-t9z,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,47.700392,-116.788048,16055000900,16055,Coeur D Alene
zzy-222@5q7-yxr-49z,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.257715,-104.619264,08101001900,08101,Pueblo
zzy-222@5q8-5wk-wp9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.129986,-104.017931,08089968000,08089,Fowler
zzy-222@5q8-63x-85f,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.236781,-104.3495,08101003200,08101,Avondale
zzy-222@5q9-59s-26k,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.838894,-104.390001,08041004601,08041,Ellicott
zzy-222@5q9-7cd-6p9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.754926,-104.788022,08041004402,08041,Fort Carson
zzy-222@5q9-82f-6hq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.739011,-104.329531,08001008402,08001,Strasburg
zzy-222@5q9-k4r-26k,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.487215,-102.785684,08061960100,08061,Eads
zzy-222@5qc-w6t-7bk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.586492,-111.985539,49035113102,49035,West Jordan
zzy-222@5qf-mbh-9cq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.74655,-108.071365,08029965100,08029,Delta
zzy-222@5qk-jcc-rx5,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.159885,-104.981655,08123002010,08123,Longmont
zzy-222@5w9-pvw-sqz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,43.141177,-115.660886,16039960300,16039,Mountain Home
zzy-222@5wq-znk-s3q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.924109,-114.940427,16047960100,16047,Bliss
zzy-222@5yz-3fk-6c5,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,38.75373,-112.086616,49041975400,49041,Richfield
zzy-223@5q6-5y3-x89,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.5887,-106.095569,08117000300,08117,Frisco
zzy-223@5q8-h6q-fmk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.990946,-103.569465,08089968300,08089,La Junta
zzy-223@5q9-nzj-qcq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.834363,-106.128371,08015000401,08015,Buena Vista
zzy-223@5yy-b73-9j9,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.19846,-112.991478,49053270100,49053,Springdale
zzy-224@5q8-nm5-4qf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.272614,-105.96207,08021974900,08021,La Jara
zzy-224@5r9-hm6-3bk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.052928,-102.121748,08099000600,08099,Holly
zzy-22b@5q6-59w-dgk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.627213,-106.064553,08117000200,08117,Silverthorne
zzy-22b@5qd-sj7-mtv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.115308,-107.632881,08067940300,08067,Ignacio
zzy-22t@5q6-58k-5s5,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.485364,-106.04644,08117000401,08117,Breckenridge
222-222@3x5-8by-5vf,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,47.816911,-116.882179,16055000302,16055,Rathdrum
222-222@5q5-tfg-zcq,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.513733,-107.560571,08081000400,08081,Craig
222-222@5q6-79s-x5z,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.854608,-104.977336,08001009001,08001,Thornton
222-222@5q6-7cf-qzz,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.88109,-104.978593,08001009203,08001,Thornton
222-222@5q6-7cg-jgk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.914559,-104.979656,08001008529,08001,Thornton
222-222@5q6-7cs-4n5,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.929628,-105.129361,08014031100,08014,Broomfield
222-222@5q6-7m8-t7q,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.813012,-105.166721,08059009838,08059,Arvada
222-222@5q7-9ng-dqf,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,41.308642,-105.618011,56001962800,56001,Laramie
222-222@5q7-byv-87q,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,41.10014,-104.853705,56021001902,56021,Cheyenne
222-222@5q7-c2f-249,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.117715,-104.80486,56021000402,56021,Cheyenne
222-222@5q9-9zk-wx5,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.678774,-104.915106,08031005200,08031,Denver
222-222@5q9-b3w-hkf,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.517484,-104.764231,08035013905,08035,Parker
222-222@5q9-b6x-6x5,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.580156,-105.134185,08059012024,08059,Littleton
222-222@5q9-bfr-brk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.806516,-104.929686,08001008709,08001,Commerce City
222-222@5q9-bnw-jy9,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.681969,-105.025595,08031004603,08031,Denver
222-222@5q9-bpk-b6k,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.739817,-105.118768,08059010902,08059,Lakewood
222-222@5qc-xmh-8n5,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.581574,-111.872726,49035112700,49035,Sandy
222-222@5qc-xmp-vzz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.621261,-111.912405,49035112403,49035,Midvale
222-222@5qc-xvg-5cq,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.537702,-112.020766,49035115209,49035,South Jordan
222-222@5qc-zy7-47q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.082466,-111.973,49011125805,49011,Layton
222-222@5qc-zzk-33q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.060795,-111.985764,49011126002,49011,Layton
222-222@5qd-3pp-7h5,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.862031,-111.897465,49011126901,49011,Woods Cross
222-222@5qh-syk-5cq,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,44.281422,-105.493338,56005000400,56005,Gillette
222-222@5qk-jh2-s3q,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.479449,-104.915834,08123002206,08123,Windsor
222-222@5qp-njk-tqf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,43.024966,-108.403143,56013940400,56013,Riverton
222-222@5qp-njt-bkz,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,43.032022,-108.379944,56013940300,56013,Riverton
222-222@5w9-hny-6p9,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,43.597029,-116.392553,16001010321,16001,Meridian
222-222@5w9-j77-2tv,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,43.595633,-116.517034,16027020401,16027,Nampa
222-222@5w9-jb2-45f,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,43.61906,-116.279732,16001002302,16001,Boise
222-222@5w9-jb9-zmk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,43.604639,-116.28868,16001002302,16001,Boise
222-222@5yy-mkp-q9f,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.680393,-113.081646,49021110701,49021,Cedar City
222-222@5yz-5q2-bff,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.292654,-112.648976,49001100100,49001,Beaver
222-222@5yz-ncb-6rk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,37.176825,-113.310731,49053270902,49053,Hurricane
222-223@5q6-7pq-9zz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.070313,-105.201691,08013012705,08013,Boulder
222-223@5qd-37y-59f,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.755342,-111.826164,49035101400,49035,Salt Lake City
222-223@5qf-m29-dvz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,38.604823,-107.977677,08085966202,08085,Olathe
222-223@5qk-jpd-vmk,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.463391,-104.889914,08123002204,08123,Windsor
222-223@5qk-k79-2ff,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.885218,-104.775769,08001008538,08001,Commerce City
222-223@5wf-y6n-sqz,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,43.805071,-111.811701,16065950302,16065,Rexburg
222-223@5wg-p9d-jqf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,44.522287,-111.32826,16043970100,16043,Island Park
222-223@5wr-gg5-87q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,42.866514,-112.443202,16005000700,16005,Pocatello
222-224@3x5-4p2-9s5,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,47.714213,-116.895367,16055000500,16055,Post Falls
222-224@5q6-3xj-yqf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.72356,-105.191754,08059009849,08059,Golden
222-224@5q6-7qh-y9z,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.151082,-105.131539,08013013212,08013,Longmont
222-224@5q9-bfr-c3q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.807569,-104.929813,08001008709,08001,Commerce City
222-224@5q9-bqm-gzf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.744735,-104.9849,08031002601,08031,Denver
222-224@5qb-9yf-d9z,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.13078,-111.597207,49049010303,49049,Mapleton
222-224@5qk-jgh-9s5,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.478946,-104.987824,08069002501,08069,Windsor
222-224@5qk-jk4-t5f,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.580708,-105.015973,08069001601,08069,Fort Collins
222-224@5w9-jc4-t7q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,43.606048,-116.211507,16001001000,16001,Boise
222-225@5q6-7bn-sh5,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.843576,-105.05401,08059009832,08059,Arvada
222-225@5qd-2fs-68v,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.245341,-112.019341,49057210404,49057,Marriott-Slaterville
222-228@5yz-hzk-35z,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.059811,-113.586427,49053271600,49053,St George
223-222@5q6-79m-c5z,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.828479,-104.986785,08001009307,08001,Sherrelwood
223-222@5q6-79s-yqf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.853505,-104.977371,08001009001,08001,Thornton
223-222@5q6-t5c-4y9,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.568613,-107.517234,08045951902,08045,New Castle
223-222@5q8-6yj-f75,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,38.448433,-105.213665,08043978300,08043,Canon City
223-222@5q9-6zr-cbk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,38.897339,-104.746592,08041005501,08041,Colorado Springs
223-222@5q9-7fb-p7q,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,38.840375,-104.748417,08041006000,08041,Colorado Springs
223-222@5q9-9xj-jn5,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.594596,-104.866093,08005006856,08005,Centennial
223-222@5q9-b7r-35z,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.655325,-105.055387,08031011902,08031,Denver
223-222@5q9-bc9-7wk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.560081,-104.905442,08035014138,08035,Highlands Ranch
223-222@5q9-bpj-mp9,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.757751,-105.142894,08059010504,08059,Applewood
223-222@5q9-bqr-yqf,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.723944,-104.987234,08031002802,08031,Denver
223-222@5q9-brb-389,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,39.793115,-105.08091,08059010405,08059,Arvada
223-222@5qb-9zk-g6k,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.217288,-111.658387,49049002801,49049,Provo
223-222@5qc-72q-n3q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,39.599354,-110.803846,49007000300,49007,Price
223-222@5qd-2hh-n89,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.303767,-111.968411,49057210204,49057,North Ogden
223-222@5qd-jrd-2ff,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.348441,-108.569478,08083969400,08083,Cortez
223-222@5qd-jrd-2rk,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,37.349232,-108.568052,08083969300,08083,Cortez
223-222@5qd-t29-sdv,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,37.232445,-107.59572,08067970600,08067,Bayfield
223-222@5qh-wb6-rhq,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,43.760166,-105.476936,56005000100,56005,Wright
223-222@5qk-j3j-t5f,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.422026,-105.075109,08069001707,08069,Loveland
223-222@5qk-jhj-4jv,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.523935,-105.078161,08069001007,08069,Fort Collins
223-222@5qk-jk2-t35,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,40.538485,-105.038449,08069001602,08069,Fort Collins
223-222@5qk-nbz-835,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,40.260041,-103.801016,08087000400,08087,Fort Morgan
223-222@5qm-pwv-k75,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,41.171012,-104.829855,56021001200,56021,Cheyenne
